iso_o,iso_d,year,FLOW_T,FLOW_TU,FLOW_TP,fx_GBR,fx_EDEU
IRQ,EDEU,1956,674581.5000000001,160614.66,57362.398,.35714298,4.1999998
IRQ,EDEU,1957,2779233.750000001,661722.38,236329.5,.35714298,4.1999998
IRQ,EDEU,1958,2937430,699388.13,249781.56,.35714298,4.1999998
IRQ,EDEU,1959,10353390,2465093,880390.69,.35714298,4.1999998
IRQ,EDEU,1960,14700000,3500000.3,1250000.5,.35714298,4.1999998
IRQ,EDEU,1961,13100000,3247934,1159976.9,.35714298,4.0333333
IRQ,EDEU,1962,8000000,2000000,714286,.35714298,4
IRQ,EDEU,1963,12200000,3050000,1089286.1,.35714298,4
IRQ,EDEU,1964,16200000,4050000,1446429.1,.35714298,4
IRQ,EDEU,1965,14700000,3675000,1312500.5,.35714298,4
IRQ,EDEU,1966,14000000,3500000,1250000.5,.35714298,4
IRQ,EDEU,1967,9100000,2275000,823785.13,.36210334,4
IRQ,EDEU,1968,17800000,4450000,1854168.1,.41666698,4
IRQ,EDEU,1969,27000000,6846999,2852918.5,.41666698,3.9433334
IRQ,EDEU,1970,48699999.99999999,13306011,5544175.5,.41666698,3.6600001
IRQ,EDEU,1971,104400000,29765692,12231325,.41092023,3.5073936
IRQ,EDEU,1972,125200000,39264368,15721079,.40039048,3.1886415
IRQ,EDEU,1973,186100000,69632568,28421990,.40817094,2.6726
IRQ,EDEU,1974,648000000,250410592,107114744,.42775643,2.58775
IRQ,EDEU,1975,764200000,310613600,140410144,.45204118,2.4602916
IRQ,EDEU,1976,779000000,309372544,172168864,.55650985,2.5179999
IRQ,EDEU,1977,595000000,256224384,146886256,.57327199,2.3221834
IRQ,EDEU,1978,724700000,360794080,188155760,.52150458,2.008625
IRQ,EDEU,1979,912300000,497740352,235023616,.47218117,1.8328834
IRQ,EDEU,1980,1502400000,826554176,355662112,.43029499,1.8176666
IRQ,EDEU,1981,712700000,315353984,156933168,.49764132,2.26
IRQ,EDEU,1982,1923700000,792758016,453811808,.57244682,2.4265916
IRQ,EDEU,1983,1958600000,767098240,506073568,.65972459,2.5532584
IRQ,EDEU,1984,1195800000,420177248,315892064,.75180668,2.8459418
IRQ,EDEU,1985,1129900000,383801920,299076096,.77924597,2.9439666
IRQ,EDEU,1986,1000800000,460883136,314413248,.68219733,2.1714833
IRQ,EDEU,1987,766300000,426340032,260888768,.6119265,1.7973917
IRQ,EDEU,1988,444100000,252871936,142157056,.56217015,1.756225
ISL,EDEU,1953,13373946,3184273,1137240.8,.35714298,4.1999998
ISL,EDEU,1954,9875999.250000002,2351428.5,839796.19,.35714298,4.1999998
ISL,EDEU,1955,10307857.5,2454252,876518.88,.35714298,4.1999998
ISL,EDEU,1956,21210439.5,5050105,1803609.6,.35714298,4.1999998
ISL,EDEU,1957,27325804.5,6506144,2323623.8,.35714298,4.1999998
ISL,EDEU,1958,36150470,8607255,3074020.8,.35714298,4.1999998
ISL,EDEU,1959,35959000,8561667,3057739.3,.35714298,4.1999998
ISL,EDEU,1960,21000000,5000000,1785714.9,.35714298,4.1999998
ISL,EDEU,1961,10500000,2603305.8,929752.38,.35714298,4.0333333
ISL,EDEU,1962,8900000,2225000,794643.13,.35714298,4
ISL,EDEU,1963,8199999.999999999,2050000,732143.13,.35714298,4
ISL,EDEU,1964,10300000,2575000,919643.19,.35714298,4
ISL,EDEU,1965,14400000,3600000,1285714.8,.35714298,4
ISL,EDEU,1966,9400000,2350000,839286,.35714298,4
ISL,EDEU,1967,11900000,2975000,1077257.5,.36210334,4
ISL,EDEU,1970,6200000,1693989,705829.31,.41666698,3.6600001
ISL,EDEU,1971,5700000,1625138.4,667802.25,.41092023,3.5073936
ISL,EDEU,1972,5800000,1818956.4,728292.81,.40039048,3.1886415
ISL,EDEU,1973,3300000,1234752.6,503990.13,.40817094,2.6726
ISL,EDEU,1974,18700000,7226355,3091119.8,.42775643,2.58775
ISL,EDEU,1975,3900000,1585177.9,716565.69,.45204118,2.4602916
ISL,EDEU,1976,6400000,2541700,1414481.1,.55650985,2.5179999
ISL,EDEU,1977,7400000,3186656.3,1826820.8,.57327199,2.3221834
ISL,EDEU,1978,6700000,3335615,1739538.5,.52150458,2.008625
ISL,EDEU,1979,8600000,4692060.5,2215502.5,.47218117,1.8328834
ISL,EDEU,1980,8199999.999999999,4511278,1941180.4,.43029499,1.8176666
ISL,EDEU,1981,7500000,3318584,1651464.5,.49764132,2.26
ISL,EDEU,1982,7700000,3173175,1816474,.57244682,2.4265916
ISL,EDEU,1983,5400000,2114944.5,1395280.9,.65972459,2.5532584
ISL,EDEU,1984,9400000,3302948.8,2483179,.75180668,2.8459418
ISL,EDEU,1985,9100000,3091067.8,2408702,.77924597,2.9439666
ISL,EDEU,1986,10000000,4605147,3141619,.68219733,2.1714833
ISL,EDEU,1987,10700000,5953071,3642842,.6119265,1.7973917
ISL,EDEU,1988,13500000,7686942,4321369.5,.56217015,1.756225
ITA,EDEU,1953,43181622.00000001,10281339,3671908,.35714298,4.1999998
ITA,EDEU,1954,63561969.00000001,15133803,5404931.5,.35714298,4.1999998
ITA,EDEU,1955,84306926.25,20073078,7168959,.35714298,4.1999998
ITA,EDEU,1956,64588551.75000001,15378227,5492226,.35714298,4.1999998
ITA,EDEU,1957,44537089.5,10604069,3787168.8,.35714298,4.1999998
ITA,EDEU,1958,52864400,12586762,4495274,.35714298,4.1999998
ITA,EDEU,1959,73356360,17465800,6237788,.35714298,4.1999998
ITA,EDEU,1960,105000000,25000002,8928575,.35714298,4.1999998
ITA,EDEU,1961,135200000,33520662,11971669,.35714298,4.0333333
ITA,EDEU,1962,101200000,25300000,9035718,.35714298,4
ITA,EDEU,1963,127900000,31975000,11419647,.35714298,4
ITA,EDEU,1964,120300000,30075000,10741075,.35714298,4
ITA,EDEU,1965,165300000,41325000,14758934,.35714298,4
ITA,EDEU,1966,196100000,49025000,17508934,.35714298,4
ITA,EDEU,1967,242200000,60550000,21925358,.36210334,4
ITA,EDEU,1968,263800000,65950000,27479188,.41666698,4
ITA,EDEU,1969,285400000,72375312,30156404,.41666698,3.9433334
ITA,EDEU,1970,339500000,92759560,38649848,.41666698,3.6600001
ITA,EDEU,1971,290300000,82768016,34011052,.41092023,3.5073936
ITA,EDEU,1972,381800000,119737512,47941760,.40039048,3.1886415
ITA,EDEU,1973,483800000,181022224,73888008,.40817094,2.6726
ITA,EDEU,1974,662800000,256129840,109561184,.42775643,2.58775
ITA,EDEU,1975,618600000,251433616,113658352,.45204118,2.4602916
ITA,EDEU,1976,710100000,282009536,156941088,.55650985,2.5179999
ITA,EDEU,1977,596500000,256870320,147256560,.57327199,2.3221834
ITA,EDEU,1978,944200000,470072800,245145120,.52150458,2.008625
ITA,EDEU,1979,1153900000,629554496,297263776,.47218117,1.8328834
ITA,EDEU,1980,1002000000,551256192,237202784,.43029499,1.8176666
ITA,EDEU,1981,1246900000,551725696,274561504,.49764132,2.26
ITA,EDEU,1982,926900000,381976096,218661008,.57244682,2.4265916
ITA,EDEU,1983,571100000,223674976,147563888,.65972459,2.5532584
ITA,EDEU,1984,910800000,320034656,240604192,.75180668,2.8459418
ITA,EDEU,1985,970100000,329521408,256778224,.77924597,2.9439666
ITA,EDEU,1986,1265400000,582735296,397540480,.68219733,2.1714833
ITA,EDEU,1987,1260200000,701127104,429038240,.6119265,1.7973917
ITA,EDEU,1988,1456000000,829050944,466067680,.56217015,1.756225
JPN,EDEU,1953,38877.75000000001,9256.6074,3305.9324,.35714298,4.1999998
JPN,EDEU,1954,22141404,5271763,1882773.1,.35714298,4.1999998
JPN,EDEU,1955,34584385.50000001,8234378,2940850.3,.35714298,4.1999998
JPN,EDEU,1956,37077815.25,8828052,3152876.8,.35714298,4.1999998
JPN,EDEU,1957,18156960,4323086,1543959.9,.35714298,4.1999998
JPN,EDEU,1958,22392650,5331583.5,1904137.6,.35714298,4.1999998
JPN,EDEU,1959,8340620.000000001,1985862,709236.69,.35714298,4.1999998
JPN,EDEU,1960,6400000,1523809.6,544217.94,.35714298,4.1999998
JPN,EDEU,1961,47900000,11876033,4241442,.35714298,4.0333333
JPN,EDEU,1962,17200000,4300000,1535714.9,.35714298,4
JPN,EDEU,1963,37300000,9325000,3330358.3,.35714298,4
JPN,EDEU,1964,49000000,12250000,4375001.5,.35714298,4
JPN,EDEU,1965,31200000,7800000,2785715.3,.35714298,4
JPN,EDEU,1966,54400000.00000001,13600000,4857144.5,.35714298,4
JPN,EDEU,1967,65900000.00000001,16475000,5965652.5,.36210334,4
JPN,EDEU,1968,86400000,21600000,9000007,.41666698,4
JPN,EDEU,1969,103600000,26272188,10946753,.41666698,3.9433334
JPN,EDEU,1970,148900000,40683060,16951288,.41666698,3.6600001
JPN,EDEU,1971,255600000,72874624,29945658,.41092023,3.5073936
JPN,EDEU,1972,288340000,90427224,36206200,.40039048,3.1886415
JPN,EDEU,1973,290300000,108620816,44335860,.40817094,2.6726
JPN,EDEU,1974,258900000,100048304,42796304,.42775643,2.58775
JPN,EDEU,1975,226100000,91899672,41542436,.45204118,2.4602916
JPN,EDEU,1976,161900000,64297064,35781948,.55650985,2.5179999
JPN,EDEU,1977,248300000,106925232,61297240,.57327199,2.3221834
JPN,EDEU,1978,389000000,193664816,100997088,.52150458,2.008625
JPN,EDEU,1979,1328400000,724759680,342217888,.47218117,1.8328834
JPN,EDEU,1980,1040800000,572602240,246387872,.43029499,1.8176666
JPN,EDEU,1981,985800000,436194688,217068496,.49764132,2.26
JPN,EDEU,1982,1318000000,543148672,310923744,.57244682,2.4265916
JPN,EDEU,1983,2473000000,968566272,638987008,.65972459,2.5532584
JPN,EDEU,1984,1529700000,537502208,404097760,.75180668,2.8459418
JPN,EDEU,1985,1573000000,534313120,416361344,.77924597,2.9439666
JPN,EDEU,1986,1202000000,553538688,377622624,.68219733,2.1714833
JPN,EDEU,1987,1489600000,828756480,507138048,.6119265,1.7973917
JPN,EDEU,1988,1300400000,740451840,416259936,.56217015,1.756225
KHM,EDEU,1960,10000,2380.9524,850.34045,.35714298,4.1999998
KHM,EDEU,1961,40000,9917.3555,3541.9138,.35714298,4.0333333
KHM,EDEU,1962,500000,125000,44642.875,.35714298,4
KHM,EDEU,1963,3100000,775000,276785.81,.35714298,4
KHM,EDEU,1964,2800000,700000,250000.09,.35714298,4
KHM,EDEU,1965,7000000,1750000,625000.25,.35714298,4
KHM,EDEU,1966,8800000,2200000,785714.56,.35714298,4
KHM,EDEU,1967,7399999.999999999,1850000,669891.19,.36210334,4
KHM,EDEU,1968,11700000,2925000,1218750.9,.41666698,4
KWT,EDEU,1960,800000,190476.2,68027.242,.35714298,4.1999998
KWT,EDEU,1962,1200000,300000,107142.9,.35714298,4
KWT,EDEU,1963,1100000,275000,98214.32,.35714298,4
KWT,EDEU,1964,1500000,375000,133928.63,.35714298,4
KWT,EDEU,1965,2200000,550000,196428.64,.35714298,4
KWT,EDEU,1966,3100000,775000,276785.81,.35714298,4
KWT,EDEU,1967,6100000,1525000,552207.63,.36210334,4
KWT,EDEU,1968,8000000,2000000,833334,.41666698,4
KWT,EDEU,1969,8900000,2256973.8,940406.44,.41666698,3.9433334
KWT,EDEU,1970,8900000,2431694,1013206.6,.41666698,3.6600001
KWT,EDEU,1971,13400000,3820500.8,1569921,.41092023,3.5073936
KWT,EDEU,1972,9900000,3104770.5,1243120.5,.40039048,3.1886415
KWT,EDEU,1973,10200000,3816508.3,1557787.8,.40817094,2.6726
KWT,EDEU,1974,27800000,10742924,4595355,.42775643,2.58775
KWT,EDEU,1975,31000000,12600132,5695778.5,.45204118,2.4602916
KWT,EDEU,1976,39700000,15766482,8774203,.55650985,2.5179999
KWT,EDEU,1977,42600000,18344804,10516562,.57327199,2.3221834
KWT,EDEU,1978,38000000,18918414,9866040,.52150458,2.008625
KWT,EDEU,1979,29300000,15985742,7548166.5,.47218117,1.8328834
KWT,EDEU,1980,35800000,19695580,8474909,.43029499,1.8176666
KWT,EDEU,1981,38500000,17035398,8477518,.49764132,2.26
KWT,EDEU,1982,67099999.99999999,27651954,15829273,.57244682,2.4265916
KWT,EDEU,1983,33900000,13277152,8759264,.65972459,2.5532584
KWT,EDEU,1984,17900000,6289658,4728607,.75180668,2.8459418
KWT,EDEU,1985,34800000,11820786,9211300,.77924597,2.9439666
KWT,EDEU,1986,35700000,16440375,11215580,.68219733,2.1714833
KWT,EDEU,1987,15700000,8734880,5345104.5,.6119265,1.7973917
KWT,EDEU,1988,18700000,10647838,5985896.5,.56217015,1.756225
LBN,EDEU,1953,1653880.5,393781.09,140636.16,.35714298,4.1999998
LBN,EDEU,1954,2201321.250000001,524124.13,187187.25,.35714298,4.1999998
LBN,EDEU,1955,3905637.750000001,929913.81,332112.19,.35714298,4.1999998
LBN,EDEU,1956,6377001.750000001,1518333.9,542262.31,.35714298,4.1999998
LBN,EDEU,1957,8597236.500000002,2046961.1,731057.81,.35714298,4.1999998
LBN,EDEU,1958,6477290,1542212,550790.19,.35714298,4.1999998
LBN,EDEU,1959,12833160,3055514.5,1091255.6,.35714298,4.1999998
LBN,EDEU,1960,13200000,3142857.3,1122449.4,.35714298,4.1999998
LBN,EDEU,1961,17000000,4214876,1505313.4,.35714298,4.0333333
LBN,EDEU,1962,10000000,2500000,892857.44,.35714298,4
LBN,EDEU,1963,10700000,2675000,955357.5,.35714298,4
LBN,EDEU,1964,16500000,4125000,1473214.9,.35714298,4
LBN,EDEU,1965,27100000,6775000,2419643.8,.35714298,4
LBN,EDEU,1966,27900000,6975000,2491072.3,.35714298,4
LBN,EDEU,1967,31100000,7775000,2815353.5,.36210334,4
LBN,EDEU,1968,28200000,7050000,2937502.3,.41666698,4
LBN,EDEU,1969,28800000,7303465.5,3043113,.41666698,3.9433334
LBN,EDEU,1970,32700000,8934426,3722680.3,.41666698,3.6600001
LBN,EDEU,1971,86400000,24633676,10122476,.41092023,3.5073936
LBN,EDEU,1972,35000000,10976461,4394870.5,.40039048,3.1886415
LBN,EDEU,1973,37500000,14031280,5727160.5,.40817094,2.6726
LBN,EDEU,1974,62300000,24074968,10298222,.42775643,2.58775
LBN,EDEU,1975,58200000,23655732,10693365,.45204118,2.4602916
LBN,EDEU,1976,67900000,26965848,15006760,.55650985,2.5179999
LBN,EDEU,1977,35700000,15373463,8813176,.57327199,2.3221834
LBN,EDEU,1978,55200000,27481486,14331721,.52150458,2.008625
LBN,EDEU,1979,64900000.00000001,35408692,16719318,.47218117,1.8328834
LBN,EDEU,1980,107700000,59251788,25495748,.43029499,1.8176666
LBN,EDEU,1981,124100000,54911504,27326234,.49764132,2.26
LBN,EDEU,1982,85000000,35028556,20051986,.57244682,2.4265916
LBN,EDEU,1983,111500000,43669688,28809968,.65972459,2.5532584
LBN,EDEU,1984,84700000,29761676,22375026,.75180668,2.8459418
LBN,EDEU,1985,63900000,21705410,16913854,.77924597,2.9439666
LBN,EDEU,1986,78800000,36288560,24755958,.68219733,2.1714833
LBN,EDEU,1987,95600000,53188184,32547260,.6119265,1.7973917
LBN,EDEU,1988,130000000,74022408,41613188,.56217015,1.756225
LBY,EDEU,1955,1050.75,250.17859,89.349525,.35714298,4.1999998
LBY,EDEU,1958,177460,42252.383,15090.143,.35714298,4.1999998
LBY,EDEU,1959,289540,68938.102,24620.76,.35714298,4.1999998
LBY,EDEU,1960,500000,119047.63,42517.023,.35714298,4.1999998
LBY,EDEU,1961,1088110,269779.34,96349.797,.35714298,4.0333333
LBY,EDEU,1965,3200000,800000,285714.38,.35714298,4
LBY,EDEU,1970,6400000,1748633.9,728598,.41666698,3.6600001
LBY,EDEU,1971,6600000,1881739.3,773244.75,.41092023,3.5073936
LBY,EDEU,1972,4500000,1411259.3,565054.75,.40039048,3.1886415
LBY,EDEU,1973,7300000,2731422.5,1114887.3,.40817094,2.6726
LBY,EDEU,1974,10600000,4096222.8,1752185.6,.42775643,2.58775
LBY,EDEU,1975,12100000,4918116,2223191,.45204118,2.4602916
LBY,EDEU,1976,63300000,25139000,13990101,.55650985,2.5179999
LBY,EDEU,1977,84800000,36517356,20934378,.57327199,2.3221834
LBY,EDEU,1978,13300000,6621445,3453114,.52150458,2.008625
LBY,EDEU,1979,54700000,29843688,14091628,.47218117,1.8328834
LBY,EDEU,1980,502000000,276178240,118838112,.43029499,1.8176666
LBY,EDEU,1981,494700000,218893808,108930608,.49764132,2.26
LBY,EDEU,1982,260400000,107311008,61429844,.57244682,2.4265916
LBY,EDEU,1983,126800000,49662032,32763264,.65972459,2.5532584
LBY,EDEU,1984,93000000,32678110,24567622,.75180668,2.8459418
LBY,EDEU,1985,75100000,25509800,19878408,.77924597,2.9439666
LBY,EDEU,1986,54200000,24959898,17027576,.68219733,2.1714833
LBY,EDEU,1987,55900000,31100622,19031294,.6119265,1.7973917
LBY,EDEU,1988,29300000,16683512,9378972,.56217015,1.756225
LKA,EDEU,1955,118734.75,28270.18,10096.496,.35714298,4.1999998
LKA,EDEU,1956,290007.0000000001,69049.289,24660.469,.35714298,4.1999998
LKA,EDEU,1957,524324.25,124839.11,44585.414,.35714298,4.1999998
LKA,EDEU,1958,2844030,677150,241839.38,.35714298,4.1999998
LKA,EDEU,1959,3651940,869509.56,310539.25,.35714298,4.1999998
LKA,EDEU,1960,6800000,1619047.8,578231.56,.35714298,4.1999998
LKA,EDEU,1961,5000000,1239669.4,442739.22,.35714298,4.0333333
LKA,EDEU,1962,13700000,3425000,1223214.8,.35714298,4
LKA,EDEU,1963,8500000,2125000,758928.81,.35714298,4
LKA,EDEU,1964,23800000,5950000,2125000.8,.35714298,4
LKA,EDEU,1965,28800000,7200000,2571429.5,.35714298,4
LKA,EDEU,1966,20100000,5025000,1794643.5,.35714298,4
LKA,EDEU,1967,6100000,1525000,552207.63,.36210334,4
LKA,EDEU,1968,33700000,8425000,3510419.3,.41666698,4
LKA,EDEU,1969,87000000,22062552,9192737,.41666698,3.9433334
LKA,EDEU,1970,20500000,5601093,2333790.5,.41666698,3.6600001
LKA,EDEU,1971,22600000,6443531,2647777.3,.41092023,3.5073936
LKA,EDEU,1972,20300000,6366347.5,2549025,.40039048,3.1886415
LKA,EDEU,1973,13400000,5013844,2046505.4,.40817094,2.6726
LKA,EDEU,1974,21300000,8231089,3520901.3,.42775643,2.58775
LKA,EDEU,1975,28700000,11665284,5273188.5,.45204118,2.4602916
LKA,EDEU,1976,27800000,11040509,6144152,.55650985,2.5179999
LKA,EDEU,1977,14100000,6071872,3480834.3,.57327199,2.3221834
LKA,EDEU,1978,14800000,7368224.5,3842562.8,.52150458,2.008625
LKA,EDEU,1979,12800000,6983532,3297492.3,.47218117,1.8328834
LKA,EDEU,1980,16700000,9187603,3953379.5,.43029499,1.8176666
LKA,EDEU,1981,15200000,6725663.5,3346968,.49764132,2.26
LKA,EDEU,1982,7700000,3173175,1816474,.57244682,2.4265916
LKA,EDEU,1983,3200000,1253300.5,826833.19,.65972459,2.5532584
LKA,EDEU,1984,5900000,2073127.5,1558591.1,.75180668,2.8459418
LKA,EDEU,1985,11200000,3804391,2964556.3,.77924597,2.9439666
LKA,EDEU,1986,7100000,3269654.5,2230549.5,.68219733,2.1714833
LKA,EDEU,1987,4100000,2281083.3,1395855.3,.6119265,1.7973917
LKA,EDEU,1988,4100000,2334552.8,1312415.9,.56217015,1.756225
MAR,EDEU,1957,4660076.25,1109542,396265.16,.35714298,4.1999998
MAR,EDEU,1958,26189360,6235562,2226987.3,.35714298,4.1999998
MAR,EDEU,1959,11329420,2697481,963386.44,.35714298,4.1999998
MAR,EDEU,1960,10700000,2547619.3,909864.31,.35714298,4.1999998
MAR,EDEU,1961,8199999.999999999,2033057.9,726092.38,.35714298,4.0333333
MAR,EDEU,1962,10500000,2625000,937500.31,.35714298,4
MAR,EDEU,1963,13600000,3400000,1214286.1,.35714298,4
MAR,EDEU,1964,17400000,4350000,1553572,.35714298,4
MAR,EDEU,1965,9600000,2400000,857143.19,.35714298,4
MAR,EDEU,1966,30900000,7725000,2758929.5,.35714298,4
MAR,EDEU,1967,25200000,6300000,2281251,.36210334,4
MAR,EDEU,1968,22000000,5500000,2291668.5,.41666698,4
MAR,EDEU,1969,23200000,5883347.5,2451396.8,.41666698,3.9433334
MAR,EDEU,1970,20300000,5546448,2311021.8,.41666698,3.6600001
MAR,EDEU,1971,17300000,4932437.5,2026838.4,.41092023,3.5073936
MAR,EDEU,1972,14400000,4516029.5,1808175.3,.40039048,3.1886415
MAR,EDEU,1973,20800000,7782683.5,3176665.3,.40817094,2.6726
MAR,EDEU,1974,41500000,16037098,6859972,.42775643,2.58775
MAR,EDEU,1975,48600000,19753756,8929511,.45204118,2.4602916
MAR,EDEU,1976,37600000,14932487,8310076,.55650985,2.5179999
MAR,EDEU,1977,47100000,20282636,11627467,.57327199,2.3221834
MAR,EDEU,1978,71200000,35447132,18485842,.52150458,2.008625
MAR,EDEU,1979,52000000,28370600,13396063,.47218117,1.8328834
MAR,EDEU,1980,61400000,33779572,14535181,.43029499,1.8176666
MAR,EDEU,1981,39500000,17477876,8697713,.49764132,2.26
MAR,EDEU,1982,38600000,15907085,9105960,.57244682,2.4265916
MAR,EDEU,1983,48500000,18995336,12531690,.65972459,2.5532584
MAR,EDEU,1984,38300000,13457759,10117633,.75180668,2.8459418
MAR,EDEU,1985,60700000,20618440,16066836,.77924597,2.9439666
MAR,EDEU,1986,91600000,42183148,28777232,.68219733,2.1714833
MAR,EDEU,1987,67300000,37443148,22912454,.6119265,1.7973917
MAR,EDEU,1988,78100000,44470384,24999922,.56217015,1.756225
MEX,EDEU,1955,2002729.5,476840.38,170300.19,.35714298,4.1999998
MEX,EDEU,1956,2255960.25,537133.44,191833.44,.35714298,4.1999998
MEX,EDEU,1957,2135124,508362.88,181558.23,.35714298,4.1999998
MEX,EDEU,1958,3409100,811690.5,289889.56,.35714298,4.1999998
MEX,EDEU,1959,3180270,757207.19,270431.25,.35714298,4.1999998
MEX,EDEU,1960,2800000.000000001,666666.69,238095.33,.35714298,4.1999998
MEX,EDEU,1961,3300000,818181.81,292207.91,.35714298,4.0333333
MEX,EDEU,1962,1700000,425000,151785.77,.35714298,4
MEX,EDEU,1963,1000000,250000,89285.75,.35714298,4
MEX,EDEU,1964,2100000,525000,187500.06,.35714298,4
MEX,EDEU,1965,3000000,750000,267857.25,.35714298,4
MEX,EDEU,1966,6199999.999999999,1550000,553571.63,.35714298,4
MEX,EDEU,1967,14200000,3550000,1285466.9,.36210334,4
MEX,EDEU,1968,5300000,1325000,552083.75,.41666698,4
MEX,EDEU,1969,10500000,2662721.8,1109468.3,.41666698,3.9433334
MEX,EDEU,1970,13800000,3770491.8,1571039.4,.41666698,3.6600001
MEX,EDEU,1971,28100000,8011647,3292147.8,.41092023,3.5073936
MEX,EDEU,1972,10100000,3167493,1268234,.40039048,3.1886415
MEX,EDEU,1973,25000000,9354187,3818107.3,.40817094,2.6726
MEX,EDEU,1974,34700000,13409333,5735928.5,.42775643,2.58775
MEX,EDEU,1975,35800000,14551121,6577706,.45204118,2.4602916
MEX,EDEU,1976,33900000,13463067,7492329.5,.55650985,2.5179999
MEX,EDEU,1977,44200000,19033812,10911551,.57327199,2.3221834
MEX,EDEU,1978,49600000,24693508,12877778,.52150458,2.008625
MEX,EDEU,1979,87900000,47957224,22644498,.47218117,1.8328834
MEX,EDEU,1980,210700000,115917848,49878868,.43029499,1.8176666
MEX,EDEU,1981,263100000,116415928,57933376,.49764132,2.26
MEX,EDEU,1982,147600000,60826056,34819684,.57244682,2.4265916
MEX,EDEU,1983,95000000,37207356,24546608,.65972459,2.5532584
MEX,EDEU,1984,53100000,18658146,14027319,.75180668,2.8459418
MEX,EDEU,1985,50000000,16983888,13234626,.77924597,2.9439666
MEX,EDEU,1986,20200000,9302397,6346070.5,.68219733,2.1714833
MEX,EDEU,1987,34800000,19361390,11847748,.6119265,1.7973917
MEX,EDEU,1988,88700000,50506056,28392996,.56217015,1.756225
MMR,EDEU,1953,141851.25,33774.109,12062.187,.35714298,4.1999998
MMR,EDEU,1954,115582.5,27519.645,9828.4482,.35714298,4.1999998
MMR,EDEU,1955,19425215.25,4625051.5,1651804.8,.35714298,4.1999998
MMR,EDEU,1956,15536389.5,3699140.5,1321122.1,.35714298,4.1999998
MMR,EDEU,1957,15620449.5,3719154.8,1328270,.35714298,4.1999998
MMR,EDEU,1958,8195850,1951393,696926.31,.35714298,4.1999998
MMR,EDEU,1959,3297020,785004.81,280358.97,.35714298,4.1999998
MMR,EDEU,1960,7800000.000000001,1857143,663265.63,.35714298,4.1999998
MMR,EDEU,1961,2400000.000000001,595041.31,212514.83,.35714298,4.0333333
MMR,EDEU,1962,2200000,550000,196428.64,.35714298,4
MMR,EDEU,1963,1200000,300000,107142.9,.35714298,4
MMR,EDEU,1964,1700000,425000,151785.77,.35714298,4
MMR,EDEU,1965,3000000,750000,267857.25,.35714298,4
MMR,EDEU,1966,9300000,2325000,830357.44,.35714298,4
MMR,EDEU,1967,40400000,10100000,3657243.8,.36210334,4
MNG,EDEU,1956,328884.75,78305.898,27966.402,.35714298,4.1999998
MNG,EDEU,1957,12414611.25,2955860,1055664.6,.35714298,4.1999998
MNG,EDEU,1958,19165680,4563257.5,1629735.4,.35714298,4.1999998
MNG,EDEU,1959,25213330,6003174,2143991.5,.35714298,4.1999998
MNG,EDEU,1960,28400000,6761905,2414967,.35714298,4.1999998
MNG,EDEU,1961,27700000,6867768.5,2452775.3,.35714298,4.0333333
MNG,EDEU,1962,17000000,4250000,1517857.6,.35714298,4
MNG,EDEU,1963,22900000,5725000,2044643.6,.35714298,4
MNG,EDEU,1964,30300000,7575000,2705358,.35714298,4
MNG,EDEU,1965,44400000.00000001,11100000,3964287.3,.35714298,4
MNG,EDEU,1966,28400000,7100000,2535715.3,.35714298,4
MNG,EDEU,1967,34100000,8525000,3086931,.36210334,4
MNG,EDEU,1968,43099999.99999999,10775000,4489587,.41666698,4
MNG,EDEU,1969,34300000,8698225,3624263.3,.41666698,3.9433334
MNG,EDEU,1970,69400000,18961748,7900734.5,.41666698,3.6600001
MNG,EDEU,1971,48800000,13913466,5717324.5,.41092023,3.5073936
MNG,EDEU,1972,50500000,15837465,6341170,.40039048,3.1886415
MNG,EDEU,1973,56700000,21215296,8659467,.40817094,2.6726
MNG,EDEU,1974,58600000,22645156,9686611,.42775643,2.58775
MNG,EDEU,1975,73800000,29996444,13559628,.45204118,2.4602916
MNG,EDEU,1976,68700000,27283560,15183570,.55650985,2.5179999
MNG,EDEU,1977,83000000,35742224,20490016,.57327199,2.3221834
MNG,EDEU,1978,84000000,41819652,21809140,.52150458,2.008625
MNG,EDEU,1979,92400000,50412372,23803772,.47218117,1.8328834
MNG,EDEU,1980,101100000,55620760,23933334,.43029499,1.8176666
MNG,EDEU,1981,113400000,50176992,24970144,.49764132,2.26
MNG,EDEU,1982,118800000,48957556,28025598,.57244682,2.4265916
MNG,EDEU,1983,147600000,57808484,38137680,.65972459,2.5532584
MNG,EDEU,1984,165100000,58012432,43614132,.75180668,2.8459418
MNG,EDEU,1985,180700000,61379772,47829940,.77924597,2.9439666
MNG,EDEU,1986,153600000,70735064,48255272,.68219733,2.1714833
MNG,EDEU,1987,159100000,88517160,54165996,.6119265,1.7973917
MNG,EDEU,1988,148300000,84442480,47471040,.56217015,1.756225
MOZ,EDEU,1977,24900000,10722667,6147004.5,.57327199,2.3221834
MOZ,EDEU,1978,130500000,64969816,33882056,.52150458,2.008625
MOZ,EDEU,1979,227300000,124012256,58556252,.47218117,1.8328834
MOZ,EDEU,1980,274500000,151017792,64982200,.43029499,1.8176666
MOZ,EDEU,1981,368000000,162831856,81031864,.49764132,2.26
MOZ,EDEU,1982,411800000,169703056,97145976,.57244682,2.4265916
